profiles/forgecat/forgecat-profile-manager	aced4c54e2c5d033e95925555d8e956b11bbd0a3	first-party source; for-forgecat files compared against the pinned commit
profiles/miqdadbadjuber/anti-slop	3c6cdd7f0dc5423e02b9a0bf70a3d9f1c0da644a	source-exact MIT LICENSE and preserved skills checked against the approved source commit
